ts,o,h,l,c,v
1790235420,0.0005165796171044476,0.000521030818471454,0.00044113924916174013,0.0004660210780804077,7897.343983875011
1790235480,0.0004660210780804077,0.00047961300218806775,0.00043762632430166407,0.00044933071098404395,3283.9822890638197
1790235540,0.00044933071098404395,0.0004496410966940529,0.0003991644585062458,0.0004108933846024372,3854.96639248201
1790235600,0.0004108933846024372,0.0004329058876672515,0.0004099201362643186,0.00042294205558465796,2126.529614507555
1790235660,0.00042294205558465796,0.00042568728028220164,0.0003987554252985904,0.000405010449721106,1058.0431416048802
1790235720,0.000405010449721106,0.0004200295731959536,0.0003881525856096792,0.0003908812239623362,4255.047685212099
1790235780,0.0003908812239623362,0.0004040623504039796,0.0003908812239623362,0.000392499522202331,906.3351122255217
1790235840,0.000392499522202331,0.0004227868699879018,0.0003918978130049251,0.0004227868699879018,1774.6159584917177
1790235900,0.0004227868699879018,0.00044718968363760114,0.0004196732532765109,0.0004469918401954903,905.6536141842311
1790235960,0.0004469918401954903,0.0004526019537956478,0.0004261520924276209,0.0004261520924276209,1360.2728436590976
1790236020,0.0004261520924276209,0.0004270015874760128,0.00040672691136100337,0.0004109496167030602,684.6372938969932
1790236080,0.0004109496167030602,0.0004118058888717919,0.0003738339240209638,0.0003847058710104382,2506.499134558035
1790236140,0.0003847058710104382,0.0003847058710104382,0.0003708548467782536,0.0003834600138866994,1522.4487232506222
1790236200,0.0003834600138866994,0.00042766053941655353,0.0003834600138866994,0.00042766053941655353,3304.4764309882767
1790236260,0.00042766053941655353,0.00042775272359847855,0.00040613266502378026,0.00041270954445475085,1121.5456938045415
1790236320,0.00041270954445475085,0.00047714282629185054,0.00041270954445475085,0.00047714282629185054,4750.9788401177675
1790236380,0.00047714282629185054,0.0005344391810150633,0.00047714282629185054,0.0005198354631701171,4708.778709907085
1790236440,0.0005198354631701171,0.0005859431460467582,0.0005188940686677354,0.0005839892873884491,5499.139427306903
1790236500,0.0005839892873884491,0.0006263884812655585,0.0005117475651131898,0.0005547860237745015,20800.40694419734
1790236560,0.0005547860237745015,0.0005608848879063208,0.0005184551338530361,0.0005608848879063208,6216.06204124455
1790236620,0.0005608848879063208,0.0005778887452157447,0.0005215037949394039,0.0005281376180900472,4040.2091761899333
1790236680,0.0005281376180900472,0.0005738188658083314,0.0005092192861407504,0.0005718780870345587,5941.154825093162
1790236740,0.0005718780870345587,0.0007343644502431168,0.00057046589873057,0.0007246922806300447,18847.569534436832
1790236800,0.0007246922806300447,0.0007394798534200637,0.0006911674159787094,0.0007271645182179095,5888.137548631685
1790236860,0.0007271645182179095,0.0007482304221106845,0.0006624358652864045,0.0007217249354166329,9372.659523109429
1790236920,0.0007217249354166329,0.0007517277530661555,0.0006699310204240429,0.0007286218876998628,7778.693761910066
1790236980,0.0007286218876998628,0.0008579917192262065,0.0007249797870821806,0.0008029898056594321,24871.14216011567
1790237040,0.0008029898056594321,0.0008178528877904939,0.0007529493465128084,0.0007959081043187745,7527.450338539533
1790237100,0.0007959081043187745,0.0008247707028345939,0.00075754105598703,0.000788975393602766,9482.414106726505
1790237160,0.000788975393602766,0.0007994595822364054,0.0007238410965495654,0.0007536131527580564,8188.262291200388
1790237220,0.0007536131527580564,0.0008560031683942318,0.0007534231813270818,0.0008197521487862307,6273.03338136288
1790237280,0.0008197521487862307,0.0008506191774859557,0.0007801211638586681,0.0007909872950470261,9088.866227760882
1790237340,0.0007909872950470261,0.0008002529778038303,0.0006986909478421056,0.0007063681707346167,9804.98740791468
1790237400,0.0007063681707346167,0.0007628841753270106,0.0007063681707346167,0.000750478902510696,3174.797293759612
1790237460,0.000750478902510696,0.000802866278101265,0.0007275817377921588,0.0007945383888648137,5178.326861454509
1790237520,0.0007945383888648137,0.0007945383888648137,0.0007476910816193313,0.0007604028883663492,3621.2378609259754
1790237580,0.0007604028883663492,0.0007707968501425515,0.0006945726698817158,0.0007332485242736304,6741.41081615884
1790237640,0.0007332485242736304,0.0007403268013197882,0.0007143893795367252,0.0007244175469246649,1818.8812965633142
1790237700,0.0007244175469246649,0.0007621938526991494,0.000660675359256248,0.0007101403094451077,15163.321786933122
