ts,o,h,l,c,v
1790235420,0.0005717850415371364,0.0005768856305915807,0.0005673862798437784,0.0005736214410844828,411.3843088752506
1790235480,0.0005736214410844828,0.0005737552089463754,0.000539372443312828,0.0005451945687149304,1049.9449491551984
1790235540,0.0005451945687149304,0.0005489833160680428,0.0005186880057863429,0.0005296174409378985,2691.2882164021985
1790235600,0.0005296174409378985,0.0005342722436445711,0.0005205867904313681,0.0005205867904313681,540.6403491889884
1790235660,0.0005205867904313681,0.0005369957834599317,0.0005203465802175008,0.0005369957834599317,822.6748470123173
1790235720,0.0005369957834599317,0.0005414354013251617,0.0005253356520398523,0.0005253356520398523,772.6673302960764
1790235780,0.0005253356520398523,0.0005440468920365586,0.0005210859429953244,0.0005411461195229931,1093.0318388269036
1790235840,0.0005411461195229931,0.0005464288244129637,0.0005371126605401717,0.0005464288244129637,199.61283951493718
1790235900,0.0005464288244129637,0.00054722715711057,0.0005403284086471235,0.0005408637540924688,113.48700494887277
1790235960,0.0005408637540924688,0.00055485625645405,0.0005283130657209377,0.0005335858195019427,1095.9686457852067
1790236020,0.0005335858195019427,0.0005427719327193814,0.0005158461619742014,0.0005158461619742014,1084.4550808959775
1790236080,0.0005158461619742014,0.0005309359238903679,0.0005151763483731599,0.0005309359238903679,370.0274768283317
1790236140,0.0005309359238903679,0.0005309359238903679,0.000513962748227033,0.0005146731663033305,485.8013063687969
1790236200,0.0005146731663033305,0.0005240344483336015,0.0004887770706705266,0.0004898467974067823,2011.9483796641089
1790236260,0.0004898467974067823,0.0004898467974067823,0.00045458002106646465,0.0004743335760062815,2405.1131999255017
1790236320,0.0004743335760062815,0.00047545278203309937,0.0004549119636133795,0.0004606062362591719,585.2685673519809
1790236380,0.0004606062362591719,0.0004606062362591719,0.00044146347224256223,0.0004476891808375708,1968.448015461993
1790236440,0.0004476891808375708,0.0004476891808375708,0.00039323813563152827,0.00041643895810741777,5963.360185452057
1790236500,0.00041643895810741777,0.00044320655639481924,0.00041643895810741777,0.0004375800866496574,1490.9084447468113
1790236560,0.0004375800866496574,0.0004386418739026542,0.0003990266028742282,0.00040751983258661387,1950.7712441249166
1790236620,0.00040751983258661387,0.00045262478759511553,0.00040251378977191265,0.00044691551665856916,3027.9062020670203
1790236680,0.00044691551665856916,0.0004738636479090205,0.0004414255633000199,0.0004642848972410141,2162.2160294185496
1790236740,0.0004642848972410141,0.0004642848972410141,0.00044233948790600177,0.0004527221445093115,1910.8652556569673
1790236800,0.0004527221445093115,0.0004748224048902837,0.0004519269173205206,0.0004690331263065387,1171.5947529120726
